image_id,attack_type,original_pred,perturbed_pred,success
adv_color_PKUYkE7dtbMpvbrDdL4hlr0KMb4mNOlTjSmP0qD7aTg.png,color,0,0,False
adv_combined_PKUYkE7dtbMpvbrDdL4hlr0KMb4mNOlTjSmP0qD7aTg.png,combined,0,0,False
adv_centroid_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,centroid,1,1,False
adv_noise_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,noise,1,1,False
adv_boundary_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,boundary,1,0,True
adv_rotation_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,rotation,1,1,False
adv_patch_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,patch,1,1,False
adv_color_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,color,1,1,False
adv_combined_eNXXzefTPPsqbDU_0jz0hwpPCSuDL5aHwj6kGyXIIzg.jpg,combined,1,1,False
adv_centroid_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,centroid,1,1,False
adv_noise_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,noise,1,1,False
adv_boundary_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,boundary,1,0,True
adv_rotation_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,rotation,1,1,False
adv_patch_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,patch,1,1,False
adv_color_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,color,1,1,False
adv_combined_XU3jqAU2lAREmi0UpEO_7F4uk4Q-KRdgodbH-MQkfx8.jpg,combined,1,1,False
adv_centroid_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,centroid,0,0,False
adv_noise_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,noise,0,0,False
adv_boundary_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,boundary,0,1,True
adv_rotation_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,rotation,0,0,False
adv_patch_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,patch,0,0,False
adv_color_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,color,0,0,False
adv_combined_vGlch9XaqtGwCyRLUsjfxtx9Hj8vCSHEakmcpDPRsWA.jpg,combined,0,0,False
adv_centroid_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,centroid,1,1,False
adv_noise_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,noise,1,1,False
adv_boundary_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,boundary,1,0,True
adv_rotation_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,rotation,1,1,False
adv_patch_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,patch,1,1,False
adv_color_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,color,1,1,False
adv_combined_6PpfXtuhJ3DHKNY4CH-2q4p29DXGeO83nTkwuHAydZ0.png,combined,1,1,False
adv_centroid_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,centroid,1,1,False
adv_noise_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,noise,1,1,False
adv_boundary_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,boundary,1,0,True
adv_rotation_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,rotation,1,1,False
adv_patch_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,patch,1,1,False
adv_color_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,color,1,1,False
adv_combined_-aSdXglLNNLFTUK4iI9A-MysWLLYAkNtoMmfDckSzrY.jpg,combined,1,1,False
adv_centroid_1_20dbee5b1c.jpeg,centroid,1,1,False
adv_noise_1_20dbee5b1c.jpeg,noise,1,1,False
adv_boundary_1_20dbee5b1c.jpeg,boundary,1,0,True
adv_rotation_1_20dbee5b1c.jpeg,rotation,1,1,False
adv_patch_1_20dbee5b1c.jpeg,patch,1,1,False
adv_color_1_20dbee5b1c.jpeg,color,1,1,False
adv_combined_1_20dbee5b1c.jpeg,combined,1,1,False
adv_centroid_DNC.jpg,centroid,0,0,False
adv_noise_DNC.jpg,noise,0,0,False
adv_boundary_DNC.jpg,boundary,0,1,True
adv_rotation_DNC.jpg,rotation,0,0,False
adv_patch_DNC.jpg,patch,0,0,False
adv_color_DNC.jpg,color,0,0,False
adv_combined_DNC.jpg,combined,0,0,False
adv_centroid_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,centroid,1,1,False
adv_noise_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,noise,1,1,False
adv_boundary_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,boundary,1,0,True
adv_rotation_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,rotation,1,1,False
adv_patch_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,patch,1,1,False
adv_color_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,color,1,1,False
adv_combined_DxAt-p0zwM2HW31OOYC2-SXGo7RqrN39OMB9nvVU9Xs.jpg,combined,1,1,False
adv_centroid_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,centroid,0,0,False
adv_noise_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,noise,0,0,False
adv_boundary_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,boundary,0,1,True
adv_rotation_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,rotation,0,1,True
adv_patch_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,patch,0,0,False
adv_color_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,color,0,0,False
adv_combined_BB3_UU2vZ_xhio6--AOImIAj20iaeX0ejgvvtYzNnW4.png,combined,0,0,False
adv_centroid_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,centroid,0,0,False
adv_noise_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,noise,0,0,False
adv_boundary_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,boundary,0,1,True
adv_rotation_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,rotation,0,0,False
adv_patch_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,patch,0,0,False
adv_color_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,color,0,0,False
adv_combined_O88PYtOuNHCtJm4sLt0rvkdnHGmPpblsydrS0Mbej7U.png,combined,0,0,False
adv_centroid_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,centroid,1,1,False
adv_noise_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,noise,1,1,False
adv_boundary_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,boundary,1,0,True
adv_rotation_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,rotation,1,1,False
adv_patch_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,patch,1,1,False
adv_color_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,color,1,1,False
adv_combined_hpPZDC8I0cZVAfxqcfyaGOHgYqYhCbsKGf_56QXvx6Y.jpg,combined,1,1,False
adv_centroid_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,centroid,0,0,False
adv_noise_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,noise,0,0,False
adv_boundary_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,boundary,0,1,True
adv_rotation_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,rotation,0,1,True
adv_patch_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,patch,0,0,False
adv_color_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,color,0,0,False
adv_combined_JIvHrUsETCPMrbof3ZpDgMKQd-aAy02xfz4YbY5rsg8.jpg,combined,0,0,False
adv_centroid_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,centroid,1,1,False
adv_noise_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,noise,1,1,False
adv_boundary_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,boundary,1,0,True
adv_rotation_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,rotation,1,1,False
adv_patch_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,patch,1,1,False
adv_color_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,color,1,1,False
adv_combined_Vd_P14Nie3jXkVj73HxHXQY-FpuKclsx27sLIyaDVtc.jpg,combined,1,1,False
adv_centroid_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,centroid,1,1,False
adv_noise_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,noise,1,1,False
adv_boundary_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,boundary,1,0,True
adv_rotation_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,rotation,1,1,False
adv_patch_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,patch,1,1,False
adv_color_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,color,1,1,False
adv_combined_kWHFyFxwD__rDYMN3E0vP8jKd8vY00Ohue4aEeO1dX8.png,combined,1,1,False
adv_centroid_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,centroid,0,0,False
adv_noise_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,noise,0,0,False
adv_boundary_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,boundary,0,1,True
adv_rotation_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,rotation,0,0,False
adv_patch_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,patch,0,0,False
adv_color_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,color,0,0,False
adv_combined_0Et4z42RmOn3-G7LuWR7VRaX0YeqrZh3sFsP-Cojg8w.jpg,combined,0,0,False
adv_centroid_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,centroid,1,1,False
adv_noise_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,noise,1,1,False
adv_boundary_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,boundary,1,0,True
adv_rotation_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,rotation,1,1,False
adv_patch_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,patch,1,1,False
adv_color_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,color,1,1,False
adv_combined_7v225xfGve1LaD_0bizkNxjFkD5jM3BeZzN-eXQp-1I.png,combined,1,1,False
adv_centroid_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,centroid,1,1,False
adv_noise_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,noise,1,1,False
adv_boundary_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,boundary,1,0,True
adv_rotation_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,rotation,1,1,False
adv_patch_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,patch,1,1,False
adv_color_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,color,1,1,False
adv_combined_lhe3RkZWVsGtGyb8LA-AD9GWuhS4mirpjDQ18VrSrNM.jpg,combined,1,1,False
adv_centroid_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,centroid,1,1,False
adv_noise_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,noise,1,1,False
adv_boundary_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,boundary,1,0,True
adv_rotation_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,rotation,1,1,False
adv_patch_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,patch,1,1,False
adv_color_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,color,1,1,False
adv_combined_3SNmysH5T3RmnNEsp3vlDouse9wjtAzPX2RAT_qPy4M.png,combined,1,1,False
adv_centroid_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,centroid,1,1,False
adv_noise_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,noise,1,1,False
adv_boundary_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,boundary,1,0,True
adv_rotation_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,rotation,1,1,False
adv_patch_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,patch,1,1,False
adv_color_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,color,1,1,False
adv_combined_09kEygyumyuvRYLiLB0F0VW4zQM7ReQEB3aZsrMve5Y.jpg,combined,1,1,False
adv_centroid_1_19d6b6e926.jpg,centroid,1,1,False
adv_noise_1_19d6b6e926.jpg,noise,1,1,False
adv_boundary_1_19d6b6e926.jpg,boundary,1,0,True
adv_rotation_1_19d6b6e926.jpg,rotation,1,1,False
adv_patch_1_19d6b6e926.jpg,patch,1,1,False
adv_color_1_19d6b6e926.jpg,color,1,1,False
adv_combined_1_19d6b6e926.jpg,combined,1,1,False
adv_centroid_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,centroid,1,1,False
adv_noise_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,noise,1,1,False
adv_boundary_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,boundary,1,0,True
adv_rotation_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,rotation,1,1,False
adv_patch_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,patch,1,1,False
adv_color_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,color,1,1,False
adv_combined_e2fgsuLtAGl9eCOBYH-4WP4cK4QRTcnhHoZod9b2AsM.png,combined,1,1,False
adv_centroid_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,centroid,0,0,False
adv_noise_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,noise,0,0,False
adv_boundary_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,boundary,0,1,True
adv_rotation_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,rotation,0,0,False
adv_patch_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,patch,0,0,False
adv_color_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,color,0,0,False
adv_combined_fhtKhBEt03efNpxyKyQP7i1fPenA7pXBUPFzeedZDPQ.jpg,combined,0,0,False
adv_centroid_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,centroid,0,0,False
adv_noise_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,noise,0,0,False
adv_boundary_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,boundary,0,1,True
adv_rotation_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,rotation,0,0,False
adv_patch_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,patch,0,0,False
adv_color_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,color,0,0,False
adv_combined_0qT9tlDGBYiHENNTZfYh4r8FT_EEbAAi7tYJE0jPdY8.png,combined,0,0,False
adv_centroid_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,centroid,0,0,False
adv_noise_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,noise,0,0,False
adv_boundary_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,boundary,0,1,True
adv_rotation_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,rotation,0,0,False
adv_patch_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,patch,0,0,False
adv_color_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,color,0,0,False
adv_combined_jl1ucresjrvdnhAgwWX6ZELtW-rRgfJP3tJUysAoQhY.jpg,combined,0,0,False
adv_centroid_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,centroid,0,0,False
adv_noise_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,noise,0,0,False
adv_boundary_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,boundary,0,1,True
adv_rotation_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,rotation,0,0,False
adv_patch_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,patch,0,0,False
adv_color_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,color,0,0,False
adv_combined_CwtGPKBvAbZTBAJwPMA4HssrUW-4KsIOoumxySyf_t0.jpg,combined,0,0,False
adv_centroid_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,centroid,0,0,False
adv_noise_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,noise,0,0,False
adv_boundary_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,boundary,0,1,True
adv_rotation_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,rotation,0,0,False
adv_patch_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,patch,0,0,False
adv_color_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,color,0,0,False
adv_combined_cEJ9VwM3dqwF7FLCu4orn6r0oL-Yh1CMIf-abgmFP8E.png,combined,0,0,False
adv_centroid_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,centroid,0,0,False
adv_noise_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,noise,0,0,False
adv_boundary_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,boundary,0,1,True
adv_rotation_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,rotation,0,1,True
adv_patch_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,patch,0,0,False
adv_color_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,color,0,0,False
adv_combined_Fo_Vs8c_KWIAYFBZ_3_c53a96b75c 2.jpg,combined,0,1,True
adv_centroid_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,centroid,0,0,False
adv_noise_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,noise,0,0,False
adv_boundary_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,boundary,0,1,True
adv_rotation_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,rotation,0,0,False
adv_patch_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,patch,0,0,False
adv_color_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,color,0,0,False
adv_combined_H-jJ2M1FmsDh3pnpZD_0E5JhzQ3r_DG7401jNowZEoQ.png,combined,0,0,False
adv_centroid_lion_dfd221e1e2 2.png,centroid,0,0,False
adv_noise_lion_dfd221e1e2 2.png,noise,0,0,False
adv_boundary_lion_dfd221e1e2 2.png,boundary,0,1,True
adv_rotation_lion_dfd221e1e2 2.png,rotation,0,0,False
adv_patch_lion_dfd221e1e2 2.png,patch,0,0,False
adv_color_lion_dfd221e1e2 2.png,color,0,0,False
adv_combined_lion_dfd221e1e2 2.png,combined,0,0,False
adv_centroid_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,centroid,0,0,False
adv_noise_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,noise,0,0,False
adv_boundary_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,boundary,0,1,True
adv_rotation_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,rotation,0,0,False
adv_patch_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,patch,0,0,False
adv_color_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,color,0,0,False
adv_combined_LJ8xSH34t17VE2OTbrjXbaSEEZ59joZK9lrj7R8ds5M.jpg,combined,0,0,False
adv_centroid_northface_71936310db.png,centroid,0,0,False
adv_noise_northface_71936310db.png,noise,0,0,False
adv_boundary_northface_71936310db.png,boundary,0,1,True
adv_rotation_northface_71936310db.png,rotation,0,0,False
adv_patch_northface_71936310db.png,patch,0,0,False
adv_color_northface_71936310db.png,color,0,0,False
adv_combined_northface_71936310db.png,combined,0,0,False
adv_centroid_5_5e8e7197b9.jpg,centroid,0,0,False
adv_noise_5_5e8e7197b9.jpg,noise,0,0,False
adv_boundary_5_5e8e7197b9.jpg,boundary,0,1,True
adv_rotation_5_5e8e7197b9.jpg,rotation,0,0,False
adv_patch_5_5e8e7197b9.jpg,patch,0,0,False
adv_color_5_5e8e7197b9.jpg,color,0,0,False
adv_combined_5_5e8e7197b9.jpg,combined,0,0,False
adv_centroid_J8eJ21bsdmUC2UqczWZD0TbzG2c6HGN2ft17A8aZclo.png,centroid,1,1,False
adv_noise_J8eJ21bsdmUC2UqczWZD0TbzG2c6HGN2ft17A8aZclo.png,noise,1,1,False
adv_boundary_J8eJ21bsdmUC2UqczWZD0TbzG2c6HGN2ft17A8aZclo.png,boundary,1,0,True
